,"ROA Total Assets, Percent",Return On Equity - Actual,Total Debt,"Total Assets, Reported",Operating Income,Long Term Debt,TRBC Industry Group Name_Aerospace & Defense,TRBC Industry Group Name_Automobiles & Auto Parts,TRBC Industry Group Name_Banking Services,TRBC Industry Group Name_Beverages,TRBC Industry Group Name_Biotechnology & Medical Research,TRBC Industry Group Name_Chemicals,TRBC Industry Group Name_Coal,TRBC Industry Group Name_Communications & Networking,"TRBC Industry Group Name_Computers, Phones & Household Electronics",TRBC Industry Group Name_Construction & Engineering,TRBC Industry Group Name_Construction Materials,TRBC Industry Group Name_Consumer Goods Conglomerates,TRBC Industry Group Name_Containers & Packaging,TRBC Industry Group Name_Diversified Retail,TRBC Industry Group Name_Electric Utilities & IPPs,TRBC Industry Group Name_Electronic Equipment & Parts,TRBC Industry Group Name_Financial Technology (Fintech) & Infrastructure,TRBC Industry Group Name_Food & Drug Retailing,TRBC Industry Group Name_Food & Tobacco,TRBC Industry Group Name_Freight & Logistics Services,TRBC Industry Group Name_Healthcare Equipment & Supplies,TRBC Industry Group Name_Healthcare Providers & Services,TRBC Industry Group Name_Homebuilding & Construction Supplies,TRBC Industry Group Name_Hotels & Entertainment Services,TRBC Industry Group Name_Household Goods,TRBC Industry Group Name_Insurance,TRBC Industry Group Name_Investment Banking & Investment Services,TRBC Industry Group Name_Leisure Products,"TRBC Industry Group Name_Machinery, Tools, Heavy Vehicles, Trains & Ships",TRBC Industry Group Name_Media & Publishing,TRBC Industry Group Name_Metals & Mining,TRBC Industry Group Name_Miscellaneous Educational Service Providers,TRBC Industry Group Name_Multiline Utilities,TRBC Industry Group Name_Natural Gas Utilities,TRBC Industry Group Name_Oil & Gas,TRBC Industry Group Name_Oil & Gas Related Equipment and Services,TRBC Industry Group Name_Paper & Forest Products,TRBC Industry Group Name_Passenger Transportation Services,TRBC Industry Group Name_Personal & Household Products & Services,TRBC Industry Group Name_Pharmaceuticals,TRBC Industry Group Name_Professional & Commercial Services,TRBC Industry Group Name_Real Estate Operations,TRBC Industry Group Name_Renewable Energy,TRBC Industry Group Name_Residential & Commercial REITs,TRBC Industry Group Name_Semiconductors & Semiconductor Equipment,TRBC Industry Group Name_Software & IT Services,TRBC Industry Group Name_Specialty Retailers,TRBC Industry Group Name_Telecommunications Services,TRBC Industry Group Name_Textiles & Apparel,TRBC Industry Group Name_Transport Infrastructure,TRBC Industry Group Name_Uranium,TRBC Industry Group Name_Water & Related Utilities,TRBC Industry Name_Advanced Medical Equipment & Technology,TRBC Industry Name_Advertising & Marketing,TRBC Industry Name_Aerospace & Defense,TRBC Industry Name_Agricultural Chemicals,TRBC Industry Name_Airlines,TRBC Industry Name_Airport Operators & Services,TRBC Industry Name_Aluminum,TRBC Industry Name_Apparel & Accessories,TRBC Industry Name_Apparel & Accessories Retailers,"TRBC Industry Name_Appliances, Tools & Housewares",TRBC Industry Name_Auto & Truck Manufacturers,"TRBC Industry Name_Auto Vehicles, Parts & Service Retailers","TRBC Industry Name_Auto, Truck & Motorcycle Parts",TRBC Industry Name_Biotechnology & Medical Research,TRBC Industry Name_Brewers,TRBC Industry Name_Broadcasting,TRBC Industry Name_Business Support Services,TRBC Industry Name_Business Support Supplies,TRBC Industry Name_Casinos & Gaming,TRBC Industry Name_Coal,TRBC Industry Name_Commercial Printing Services,TRBC Industry Name_Commercial REITs,TRBC Industry Name_Commodity Chemicals,TRBC Industry Name_Communications & Networking,TRBC Industry Name_Computer & Electronics Retailers,TRBC Industry Name_Computer Hardware,TRBC Industry Name_Construction & Engineering,TRBC Industry Name_Construction Materials,TRBC Industry Name_Construction Supplies & Fixtures,TRBC Industry Name_Consumer Goods Conglomerates,TRBC Industry Name_Consumer Lending,TRBC Industry Name_Consumer Publishing,"TRBC Industry Name_Courier, Postal, Air Freight & Land-based Logistics",TRBC Industry Name_Department Stores,TRBC Industry Name_Discount Stores,TRBC Industry Name_Distillers & Wineries,TRBC Industry Name_Diversified Chemicals,TRBC Industry Name_Diversified Mining,TRBC Industry Name_Diversified REITs,TRBC Industry Name_Drug Retailers,TRBC Industry Name_Electric Utilities,TRBC Industry Name_Electrical Components & Equipment,TRBC Industry Name_Electronic Equipment & Parts,TRBC Industry Name_Employment Services,TRBC Industry Name_Entertainment Production,TRBC Industry Name_Environmental Services & Equipment,TRBC Industry Name_Financial Technology (Fintech),TRBC Industry Name_Fishing & Farming,TRBC Industry Name_Food Processing,TRBC Industry Name_Food Retail & Distribution,TRBC Industry Name_Footwear,TRBC Industry Name_Forest & Wood Products,TRBC Industry Name_Gold,TRBC Industry Name_Ground Freight & Logistics,TRBC Industry Name_Healthcare Facilities & Services,TRBC Industry Name_Heavy Electrical Equipment,TRBC Industry Name_Heavy Machinery & Vehicles,TRBC Industry Name_Highways & Rail Tracks,TRBC Industry Name_Home Furnishings,TRBC Industry Name_Home Furnishings Retailers,TRBC Industry Name_Home Improvement Products & Services Retailers,TRBC Industry Name_Homebuilding,"TRBC Industry Name_Hotels, Motels & Cruise Lines",TRBC Industry Name_Household Electronics,TRBC Industry Name_Household Products,TRBC Industry Name_IT Services & Consulting,TRBC Industry Name_Independent Power Producers,TRBC Industry Name_Industrial Machinery & Equipment,TRBC Industry Name_Integrated Oil & Gas,TRBC Industry Name_Integrated Telecommunications Services,TRBC Industry Name_Investment Management & Fund Operators,TRBC Industry Name_Iron & Steel,TRBC Industry Name_Leisure & Recreation,TRBC Industry Name_Managed Healthcare,TRBC Industry Name_Marine Freight & Logistics,"TRBC Industry Name_Medical Equipment, Supplies & Distribution",TRBC Industry Name_Mining Support Services & Equipment,TRBC Industry Name_Miscellaneous Educational Service Providers,TRBC Industry Name_Miscellaneous Specialty Retailers,TRBC Industry Name_Multiline Insurance & Brokers,TRBC Industry Name_Multiline Utilities,TRBC Industry Name_Natural Gas Utilities,TRBC Industry Name_Non-Alcoholic Beverages,TRBC Industry Name_Non-Gold Precious Metals & Minerals,TRBC Industry Name_Non-Paper Containers & Packaging,TRBC Industry Name_Oil & Gas Drilling,TRBC Industry Name_Oil & Gas Exploration and Production,TRBC Industry Name_Oil & Gas Refining and Marketing,TRBC Industry Name_Oil & Gas Transportation Services,TRBC Industry Name_Oil Related Services and Equipment,TRBC Industry Name_Online Services,TRBC Industry Name_Paper Packaging,TRBC Industry Name_Paper Products,"TRBC Industry Name_Passenger Transportation, Ground & Sea",TRBC Industry Name_Personal Products,TRBC Industry Name_Personal Services,TRBC Industry Name_Pharmaceuticals,TRBC Industry Name_Phones & Handheld Devices,TRBC Industry Name_Professional Information Services,"TRBC Industry Name_Real Estate Rental, Development & Operations",TRBC Industry Name_Real Estate Services,TRBC Industry Name_Recreational Products,TRBC Industry Name_Renewable Energy Equipment & Services,TRBC Industry Name_Renewable Fuels,TRBC Industry Name_Residential REITs,TRBC Industry Name_Restaurants & Bars,TRBC Industry Name_Semiconductor Equipment & Testing,TRBC Industry Name_Semiconductors,TRBC Industry Name_Shipbuilding,TRBC Industry Name_Software,TRBC Industry Name_Specialized REITs,TRBC Industry Name_Specialty Chemicals,TRBC Industry Name_Specialty Mining & Metals,TRBC Industry Name_Tires & Rubber Products,TRBC Industry Name_Tobacco,TRBC Industry Name_Toys & Children's Products,TRBC Industry Name_Uranium,TRBC Industry Name_Water & Related Utilities,TRBC Industry Name_Wireless Telecommunications Services,Region of Headquarters_Africa,Region of Headquarters_Americas,Region of Headquarters_Asia,Region of Headquarters_Europe,Region of Headquarters_Oceania,bond_type
AAPL,28.05790573,147.439,126000000000.0,351000000000.0,109000000000.0,109000000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GB
ADI,3.768557528,10.369,6769875000.0,52322071000.0,1477051000.0,6253212000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GB
ADX,3.141286574,19.88,797261846.6,1400361505.0,57418172.94,553812896.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GB
AES,0.797057919,44.299,19881000000.0,34603000000.0,1405000000.0,18374000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GB
AGR,1.49272332,4.11,11197000000.0,37823000000.0,869000000.0,10478000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GB
AILLP,2.970451011,,3965000000.0,13535000000.0,602000000.0,3946000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GB
ALCO,4.972559974,0.035,255451364.7,573780526.3,19544872.94,61623134.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GB
AY,0.17219976,2.319,6231339000.0,9938354000.0,373051000.0,5895345000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GB
BIP,1.536905278,2.48,27001000000.0,61331000000.0,2025000000.0,21647000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GB
CEN,3.768641677,6.741,597661022.9,3510560307.0,182230755.8,483854075.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GB
